N_ratio,P_ratio,K_ratio,Soil_pH,Temperature_C,Humidity_pct,Rainfall_mm,Yield_ton_per_ha
169.4,32.2,19.51,6.56,15.9,53.0,535.0,127.28
75.8,44.74,79.06,7.42,18.7,42.0,1427.3,145.5
30.82,50.58,24.8,5.68,17.0,78.8,1271.0,86.95
59.6,64.95,108.05,6.87,26.1,59.3,1216.4,159.02
92.52,13.22,31.06,7.42,22.2,64.1,1323.9,109.91
78.66,56.95,35.79,6.1,23.9,39.2,1174.5,125.05
20.69,35.13,20.18,7.22,26.9,41.6,356.8,58.23
80.02,26.33,17.65,7.37,28.2,37.6,871.5,95.3
82.92,60.59,38.79,6.99,28.0,60.9,777.5,125.23
71.94,45.6,49.46,5.96,20.2,76.5,604.5,102.72
36.55,37.07,62.28,6.17,31.2,73.9,1284.3,114.63
65.93,54.93,47.15,5.57,33.4,45.7,803.4,111.58
39.84,140.2,56.16,7.16,21.3,81.1,278.4,129.83
43.02,67.91,53.87,7.2,15.3,36.3,557.5,100.65
105.73,42.22,28.56,6.77,33.0,36.8,497.2,104.7
153.61,40.51,31.18,6.21,33.5,81.0,1353.7,157.9
78.77,138.43,43.2,5.65,16.0,44.7,1041.7,167.54
55.07,71.47,55.16,7.01,15.1,72.5,928.5,117.15
140.45,108.32,38.23,6.95,31.3,30.5,858.6,172.2
65.43,40.72,32.24,7.33,21.0,35.6,1045.1,110.97
75.69,25.75,11.67,6.96,33.3,66.6,1181.3,105.74
102.39,88.42,32.49,7.16,19.3,40.9,920.7,147.29
49.24,26.71,17.95,6.99,32.2,31.7,1419.8,104.52
119.74,30.86,124.41,6.76,16.4,58.0,1469.9,191.7
107.5,19.35,19.75,6.35,20.2,49.8,1493.9,121.71
67.03,83.39,74.08,7.3,34.5,78.1,1070.2,161.2
106.27,73.64,12.59,6.8,19.6,79.1,1412.4,150.34
28.75,24.28,10.57,6.3,17.7,66.9,725.8,56.75
110.84,57.44,59.02,5.67,32.1,47.6,1317.5,160.85
87.25,86.95,73.3,6.08,17.4,57.7,1381.9,165.38
129.44,110.29,55.87,6.59,16.9,72.1,1375.4,191.96
67.91,52.21,33.88,6.05,21.5,34.2,1280.1,111.93
60.87,53.17,61.67,5.94,27.7,49.9,728.6,112.32
148.74,91.23,28.73,6.55,29.2,79.3,406.6,156.36
34.92,29.74,52.64,5.84,32.6,54.4,634.1,79.07
60.48,16.29,20.53,7.1,25.8,67.5,1197.5,88.17
14.14,24.05,45.02,6.47,22.9,35.8,502.8,64.06
100.29,58.51,135.8,6.65,22.2,76.6,821.8,174.95
76.47,9.71,31.42,5.79,31.9,36.0,935.0,98.99
157.0,41.16,41.14,6.15,29.5,81.7,985.0,161.08
89.09,44.09,29.22,6.32,33.1,36.4,1416.4,127.22
19.38,61.31,29.41,7.12,34.3,83.5,1059.9,91.52
135.13,85.56,57.61,7.04,21.0,51.8,1222.2,180.24
97.39,41.55,27.07,5.95,25.6,67.5,956.4,113.49
94.94,37.7,58.85,6.73,27.6,80.8,1283.7,147.95
58.37,33.63,13.6,5.99,18.3,30.6,542.8,70.68
47.08,27.27,56.65,7.48,16.1,45.9,472.8,87.46
169.5,40.7,26.71,7.4,32.4,84.5,1404.2,159.57
99.45,28.22,8.13,6.63,25.7,53.3,1101.5,102.22
39.17,51.94,85.39,6.9,26.4,72.4,1073.0,120.29
49.02,16.47,13.12,7.1,26.1,38.4,807.5,62.52
104.07,104.36,54.07,6.94,30.1,70.7,689.7,155.38
85.96,96.91,51.53,6.9,17.9,34.4,922.4,150.29
59.74,38.15,142.31,7.42,27.3,73.0,356.7,143.93
20.06,23.83,50.61,6.69,24.4,49.4,791.1,74.85
73.28,83.78,16.75,6.77,32.9,58.0,792.0,117.65
28.84,10.62,17.44,7.2,25.4,40.0,899.8,62.22
50.61,30.56,47.63,6.84,33.9,67.7,1025.1,98.29
29.12,40.14,67.74,6.97,22.1,50.3,1444.5,116.14
64.2,146.24,67.96,5.97,34.3,53.0,1047.8,187.93
90.94,93.85,113.42,6.24,32.5,69.1,1348.8,198.0
113.56,22.03,68.81,5.79,26.7,40.7,923.2,145.67
72.1,40.11,66.99,6.51,22.1,81.1,1015.0,124.59
47.83,56.18,55.99,6.41,22.5,74.4,290.8,90.12
26.6,13.34,14.66,7.49,30.5,64.7,373.2,49.81
151.16,77.73,21.11,6.72,26.6,37.7,953.6,165.25
137.83,37.25,42.91,7.07,23.0,71.2,714.4,132.55
131.38,32.48,48.44,6.17,27.7,31.1,1238.5,150.67
149.36,29.44,73.5,7.16,29.7,78.3,906.1,158.96
113.97,83.0,85.02,6.73,15.5,48.2,1347.0,177.61
51.39,76.22,19.79,6.89,16.8,37.0,1464.0,114.37
61.94,69.73,24.93,6.09,16.9,39.9,391.9,92.41
81.49,168.99,43.32,6.6,19.6,87.8,713.3,177.97
115.75,40.53,59.82,6.77,23.5,76.4,1064.5,148.94
106.5,81.18,75.12,6.68,31.1,44.3,597.1,150.95
35.37,28.93,41.1,7.33,22.0,87.8,547.1,67.9
61.73,27.75,39.83,7.3,15.3,38.4,1257.9,101.08
60.74,53.31,33.85,7.44,24.7,74.0,1474.5,118.34
60.67,17.71,50.82,6.83,34.9,69.4,1205.9,103.35
156.27,26.05,88.78,7.44,22.0,79.3,880.8,156.25
61.35,43.76,72.79,7.16,34.2,52.9,775.3,106.84
77.23,154.73,56.44,6.04,17.0,54.1,901.5,161.85
47.51,28.6,54.19,6.35,18.5,67.5,801.7,85.15
21.18,15.16,22.96,5.98,29.5,53.9,853.8,67.0
47.12,22.88,14.51,5.51,25.0,32.5,464.5,79.21
60.82,31.33,12.15,5.88,30.3,73.8,1374.9,109.56
110.07,70.65,29.28,5.51,32.3,68.5,1180.9,148.13
40.74,13.16,41.4,6.94,20.0,55.4,1085.3,80.33
82.8,20.92,41.68,6.35,28.7,48.2,1434.9,119.33
151.75,43.42,53.64,6.13,27.2,49.2,569.7,147.63
41.7,15.99,23.51,7.02,32.2,74.5,305.5,66.54
21.79,24.04,24.27,7.16,23.6,73.7,1274.0,73.03
91.1,70.9,23.0,7.45,16.0,79.1,1497.9,140.65
114.34,66.19,43.97,6.78,26.5,75.7,952.0,146.6
159.94,48.88,68.88,6.42,34.2,75.5,276.5,153.54
78.83,54.59,82.07,6.11,15.3,45.1,1214.6,137.2
167.58,41.1,77.82,5.94,19.8,36.1,295.9,154.71
46.83,37.61,26.65,5.93,21.3,75.7,902.0,80.11
76.52,32.86,26.12,6.32,30.3,35.9,560.8,102.07
96.85,101.8,61.15,7.48,21.5,88.9,1389.5,178.74
148.03,71.52,33.25,5.5,19.8,82.5,786.7,159.54
105.37,26.5,84.33,5.89,28.0,62.0,1368.0,150.32
122.22,42.54,11.74,5.88,15.9,51.1,588.8,106.85
34.22,8.28,11.9,6.93,18.4,61.6,703.6,62.2
54.82,18.88,46.39,6.2,23.2,74.1,1431.3,112.75
39.31,27.65,22.64,6.41,22.1,75.4,461.7,65.18
31.97,18.72,12.11,5.8,21.9,34.4,952.1,71.06
124.06,109.37,10.57,6.31,17.2,78.3,705.1,156.4
43.8,17.59,21.41,5.71,22.2,68.5,1206.4,89.62
90.28,33.54,15.58,6.57,31.0,32.4,368.1,92.19
96.41,49.84,148.15,5.7,23.3,48.8,768.4,180.64
31.39,22.61,98.3,7.08,26.7,60.6,1108.6,113.1
11.69,52.9,20.81,6.63,18.3,41.3,729.1,69.21
95.28,46.03,81.09,6.95,16.4,39.3,276.1,126.17
139.48,44.29,68.73,6.34,32.6,30.9,1116.6,167.86
40.06,28.85,50.89,6.26,21.6,84.7,854.2,92.36
97.48,107.67,47.15,5.7,22.0,33.4,214.7,136.29
53.17,29.13,35.6,6.55,32.6,52.0,996.5,81.71
148.17,43.31,31.83,6.53,29.2,42.3,1395.8,162.75
33.12,20.52,27.56,6.44,30.1,74.5,344.3,57.49
52.35,34.74,69.92,6.98,28.6,72.4,967.9,113.89
67.49,69.76,42.84,7.17,17.1,78.4,1147.3,138.89
132.82,29.44,69.04,7.0,34.2,67.0,292.0,133.03
15.42,109.25,87.82,5.79,33.2,65.5,229.4,115.75
52.54,120.54,90.22,6.74,19.7,54.4,803.5,163.13
43.79,31.14,21.17,5.66,31.1,68.2,1228.5,91.55
148.82,50.04,16.44,6.89,23.2,36.9,408.9,130.14
31.34,30.85,19.71,6.26,28.7,71.1,1287.6,82.33
77.48,39.2,52.82,5.76,18.3,36.2,1053.6,115.94
90.77,42.17,48.16,7.22,25.8,81.7,631.8,111.96
35.73,15.39,5.68,6.73,17.5,60.3,870.6,49.37
31.11,20.91,15.58,6.21,25.7,61.8,1455.2,80.41
82.23,74.93,102.65,5.56,19.9,65.1,481.4,156.27
84.66,29.84,7.2,6.57,24.0,76.6,849.4,87.5
51.85,63.49,21.16,7.35,28.4,58.7,1011.8,97.5
183.08,21.99,5.03,6.69,32.5,55.7,379.4,120.29
78.75,20.06,6.39,7.44,18.3,47.3,256.6,65.06
36.83,28.41,32.96,5.77,32.9,37.7,217.5,58.47
30.36,48.13,76.91,6.64,22.8,41.4,622.1,101.28
39.12,9.49,16.08,7.1,31.9,30.0,296.1,48.87
84.48,73.39,121.34,6.55,25.3,82.2,1244.9,182.02
170.7,42.72,71.58,5.68,32.2,75.9,1496.5,193.39
126.83,19.98,15.29,6.67,28.3,43.1,279.7,103.92
47.77,31.13,23.4,6.72,25.2,30.1,762.5,79.95
42.01,64.55,61.04,6.96,21.3,59.5,233.5,91.11
30.32,14.42,30.26,7.02,34.4,54.8,374.2,59.38
63.65,35.72,50.02,7.04,31.0,76.6,619.8,99.19
32.24,15.39,20.77,6.83,22.6,54.2,711.8,60.43
51.43,93.87,81.19,5.93,18.3,81.8,1421.7,164.63
47.41,40.03,31.46,6.31,30.6,35.8,714.6,93.72
42.5,55.67,82.03,7.05,34.8,52.0,845.2,116.72
32.42,4.67,16.31,7.41,20.6,86.0,519.3,55.06
57.26,49.51,74.43,5.66,33.3,30.7,200.2,102.94
16.21,14.79,19.79,6.57,17.5,53.4,1369.1,69.68
191.38,69.95,19.96,6.13,34.0,45.6,306.2,151.59
107.5,33.36,34.44,5.95,29.9,61.9,1453.5,140.97
30.41,22.1,22.49,6.51,21.9,46.7,370.1,45.87
66.09,40.31,28.9,6.71,21.1,82.2,986.3,104.15
27.22,13.73,20.55,5.52,27.9,86.2,1499.2,89.56
103.6,6.22,72.88,7.06,26.9,80.9,380.0,106.56
28.0,32.28,20.32,7.14,33.4,53.9,751.1,74.92
126.38,26.3,15.61,7.43,30.3,89.4,1214.6,127.06
74.72,34.23,17.46,5.86,25.8,74.1,241.8,68.65
165.61,33.92,40.87,6.69,33.6,51.3,1096.7,160.42
101.48,51.41,17.71,6.35,26.9,35.6,304.5,98.89
109.44,31.58,120.98,6.17,32.0,70.0,507.5,157.11
88.41,88.87,108.01,6.63,31.8,73.7,408.1,159.44
124.96,144.94,22.5,7.06,33.4,37.3,1379.5,196.76
59.01,39.78,16.2,5.55,16.4,63.0,434.6,68.54
72.07,95.13,74.69,7.44,26.7,89.2,252.6,136.02
92.14,59.68,7.68,7.12,24.4,49.6,963.9,113.67
62.85,22.43,71.21,7.0,24.8,48.1,650.0,102.07
173.44,44.35,49.32,7.02,24.2,84.2,727.4,160.37
65.18,16.79,4.43,6.28,31.7,37.0,354.8,58.72
31.62,83.45,54.43,7.0,21.4,86.0,1172.7,124.92
48.8,59.44,89.96,6.27,24.3,76.8,982.0,132.43
12.5,31.39,22.61,7.3,19.0,53.5,673.5,52.39
84.78,98.4,82.92,5.85,20.0,35.0,423.0,143.26
71.58,37.9,19.12,6.08,28.2,31.2,971.5,96.61
84.63,59.05,70.52,6.6,17.3,52.5,1212.2,145.34
106.43,123.47,52.1,6.14,18.8,72.3,606.1,147.92
97.65,68.91,63.34,6.35,25.6,59.3,233.6,127.17
59.09,110.99,101.42,6.48,15.9,74.3,478.6,164.3
36.47,10.97,19.96,7.21,17.5,70.2,1087.1,73.26
36.22,105.62,31.36,6.55,32.3,64.4,1485.8,136.78
51.44,72.25,67.5,6.22,31.9,88.0,217.4,104.43
90.96,107.89,23.45,6.0,22.0,73.7,598.0,125.0
36.66,9.51,33.03,6.32,22.0,84.9,280.6,56.86
94.22,85.83,34.15,6.53,33.7,44.5,611.3,134.31
63.48,7.83,15.19,6.99,15.5,72.8,727.7,62.01
26.13,27.51,13.26,5.74,26.6,65.9,1397.1,85.5
102.15,48.07,17.09,5.94,26.9,85.5,304.7,102.37
80.78,74.57,44.75,6.26,30.8,60.6,1210.3,139.16
76.18,80.71,132.61,6.22,34.0,46.8,714.2,171.52
87.39,27.66,109.65,6.28,22.1,53.1,1254.6,155.66
66.22,100.64,30.93,7.09,23.8,43.1,867.4,132.45
50.24,22.91,30.45,6.15,28.4,43.2,251.1,59.54
60.84,14.5,12.66,6.5,34.3,58.2,1430.1,96.6
106.55,38.31,56.94,6.75,32.8,83.6,307.6,116.98
38.41,31.48,35.81,5.96,28.3,41.5,977.0,93.37
63.82,74.79,88.09,6.94,32.1,47.3,1341.0,163.81
23.86,8.06,46.67,6.59,16.7,81.2,303.7,52.04
72.02,45.69,17.19,6.39,22.5,50.4,920.1,104.14
134.96,57.68,50.66,7.12,15.3,87.7,1271.6,155.31
82.97,65.94,108.89,5.99,18.5,46.1,1482.2,175.19
94.65,16.96,24.69,7.27,27.6,56.5,1141.6,103.05
44.35,34.27,23.08,6.62,32.7,35.7,561.8,71.47
213.71,34.36,41.43,6.72,27.7,89.5,1109.4,180.73
121.49,82.67,36.14,7.25,28.3,83.4,1117.5,153.02
87.02,82.57,82.21,7.14,17.1,79.1,1110.0,167.38
38.51,41.41,25.78,6.7,28.3,39.4,1310.5,101.58
61.16,62.23,32.72,7.01,24.1,88.2,313.6,89.24
19.0,25.12,22.98,6.37,28.0,85.7,340.9,37.8
53.35,14.74,9.22,6.59,21.5,56.1,1032.8,71.41
78.36,23.18,3.66,5.62,26.6,70.9,1440.0,100.88
92.27,23.36,10.17,5.68,23.5,89.5,805.6,98.55
144.18,109.53,45.59,7.16,26.2,54.6,1448.7,195.53
54.57,46.56,54.37,5.62,17.9,36.8,1419.5,128.81
100.62,27.0,96.89,5.84,22.9,82.1,1373.8,155.52
32.77,114.78,128.54,7.09,22.5,58.6,1382.8,186.88
34.99,22.83,53.68,5.5,29.7,89.2,1367.8,106.76
50.13,17.37,18.7,6.06,29.1,63.1,1265.9,89.79
41.95,51.82,17.03,6.67,33.2,31.8,1103.5,90.36
113.0,78.66,78.94,6.69,27.6,59.5,231.7,145.95
88.75,42.21,85.44,7.05,21.3,73.1,371.9,126.55
49.22,56.14,57.44,6.51,30.7,31.6,374.5,90.87
79.21,86.02,89.87,6.52,24.9,54.8,230.6,143.4
13.52,17.17,78.5,6.95,18.9,39.3,351.7,62.87
72.28,24.08,13.44,6.5,29.9,68.6,1395.7,95.99
82.79,75.46,33.55,6.72,17.7,87.4,1062.9,128.66
140.5,34.56,72.44,7.3,18.6,67.5,605.7,142.22
56.59,37.07,21.24,6.3,30.2,71.7,1231.4,101.34
31.87,31.32,39.31,6.27,30.4,53.8,834.9,83.71
133.54,6.95,28.0,5.51,30.8,63.8,384.8,102.31
42.67,19.8,21.13,6.73,20.9,62.6,1349.9,81.56
72.4,102.63,61.97,5.56,32.3,75.6,640.3,150.21
82.33,76.84,35.13,6.51,29.5,81.4,1108.5,136.63
116.9,15.62,45.58,7.11,31.7,69.8,577.8,117.38
72.13,29.55,166.42,6.6,29.2,88.8,850.1,153.93
91.63,102.39,39.08,6.04,26.6,79.7,1261.1,162.38
46.6,12.23,28.47,7.07,17.2,37.5,403.8,56.34
61.09,84.92,9.09,6.04,29.2,60.4,1470.4,131.3
34.58,56.42,39.29,6.97,28.8,84.2,291.3,88.58
72.58,131.74,46.18,6.72,21.2,86.6,894.2,150.48
67.89,103.71,58.19,5.84,29.7,52.8,1390.8,166.86
63.8,51.52,52.68,7.31,26.0,73.5,1429.4,129.09
119.96,94.0,41.93,5.9,26.2,54.6,501.7,138.88
59.61,77.64,15.25,7.48,22.4,37.4,387.2,96.98
84.56,72.14,94.2,5.51,17.3,83.1,1141.7,172.26
31.42,10.45,16.12,6.03,19.3,85.9,254.6,51.05
40.44,26.2,17.06,5.9,30.4,60.3,830.8,74.36
71.7,112.57,54.73,5.53,20.4,31.1,1235.3,153.42
45.19,12.16,21.25,6.96,15.0,79.0,928.3,69.11
61.55,89.73,69.62,6.89,34.9,58.6,444.4,130.22
158.53,22.41,49.96,7.08,19.2,34.5,833.2,149.77
80.68,70.12,64.69,6.01,28.1,41.4,1397.7,155.18
92.68,57.05,104.88,6.39,33.5,39.1,1002.4,153.69
62.98,41.67,73.25,6.82,27.0,71.2,1137.9,131.64
177.32,44.81,52.17,6.38,31.0,48.0,637.1,162.82
77.44,59.78,55.19,6.89,34.5,37.7,445.0,120.97
53.99,49.57,73.44,6.77,32.2,85.1,532.3,112.15
106.84,30.5,39.95,5.73,26.2,87.4,893.1,124.13
136.11,65.87,76.02,7.06,22.3,38.3,564.3,160.46
9.75,84.68,16.47,6.94,24.6,43.8,904.6,88.93
168.13,29.78,25.89,6.81,31.8,65.5,1120.1,147.26
43.06,35.65,31.99,5.81,32.1,39.0,1154.7,98.18
23.18,31.31,18.51,6.04,31.9,39.5,414.1,54.38
171.21,44.45,72.74,6.29,26.9,50.2,1175.6,187.3
40.2,22.04,20.15,6.06,24.5,87.0,1074.5,72.42
49.18,106.84,65.48,5.96,21.2,87.7,215.6,128.45
66.58,64.93,24.59,7.11,15.1,80.5,276.5,90.61
81.22,125.88,52.21,6.78,30.3,71.7,1040.1,170.88
107.89,36.14,99.27,6.63,20.5,73.2,698.8,146.74
20.18,38.17,27.55,5.95,21.6,58.2,389.9,61.98
88.19,39.08,39.72,7.34,31.9,61.8,257.7,86.39
17.53,34.38,5.0,5.88,16.0,68.1,407.2,43.33
77.72,42.1,37.58,7.09,33.6,73.9,1444.8,124.8
122.18,39.67,63.25,7.43,15.0,35.8,1145.8,148.12
62.93,29.13,15.94,6.95,33.8,43.5,886.0,92.39
127.71,59.15,65.64,7.49,24.1,87.8,1424.0,165.79
46.91,8.96,7.43,6.8,17.0,50.1,1004.8,68.89
16.74,20.12,21.74,5.93,28.5,46.1,1143.3,71.61
34.46,7.77,14.67,5.91,32.9,55.3,567.4,58.45
55.39,35.19,29.43,6.15,23.8,47.5,965.7,83.36
72.91,23.72,70.17,5.51,28.8,35.5,386.5,103.7
37.1,16.99,22.81,6.86,34.6,42.5,725.8,68.41
61.48,145.26,92.46,6.04,19.8,68.4,243.2,160.59
91.22,43.94,164.74,7.13,31.4,43.4,481.6,177.9
119.69,43.43,16.88,6.22,20.9,68.9,297.3,92.56
135.65,20.8,35.55,6.46,23.5,36.0,704.1,122.45
146.52,55.63,79.55,7.43,20.6,32.5,1295.9,188.96
110.49,55.34,76.56,5.98,23.9,81.7,691.3,138.59
64.61,6.86,20.53,6.94,15.1,75.6,1281.1,90.43
81.71,27.76,138.63,7.01,21.1,70.0,1053.4,161.5
66.54,11.05,30.12,5.94,23.9,31.9,862.4,73.85
48.27,41.26,68.07,6.5,27.6,44.4,508.0,105.04
95.46,56.34,31.3,6.2,27.7,78.7,1398.8,134.59
97.77,76.93,54.5,7.04,26.7,38.7,270.5,135.95
25.38,17.51,44.61,6.74,20.9,78.8,1095.6,83.67
29.45,27.52,12.03,6.45,33.9,65.1,1007.6,73.01
170.79,35.82,59.89,7.06,22.8,74.4,773.4,166.08
95.57,112.18,48.95,5.97,19.3,68.7,512.4,152.05
68.76,35.93,76.11,7.01,26.1,55.0,759.9,108.62
78.91,53.91,82.79,7.23,30.0,47.5,1334.6,145.31
107.19,74.9,47.72,7.26,15.2,70.4,1287.8,155.86
100.74,57.05,11.31,7.07,20.5,78.4,1423.8,125.99
52.29,30.25,31.76,6.32,31.5,32.7,600.1,89.75
78.44,46.42,45.44,7.46,25.1,52.8,703.2,106.31
163.26,64.77,59.67,6.26,23.2,51.0,224.3,155.68
145.77,39.98,73.75,6.78,33.6,63.6,1425.8,182.16
91.28,46.69,28.43,5.82,16.8,36.8,628.2,117.63
36.3,26.77,43.33,7.46,27.3,86.0,725.4,86.17
127.32,97.63,47.45,6.91,21.8,62.9,1380.1,178.66
29.83,147.24,32.53,7.01,16.4,85.4,884.6,137.24
38.39,100.17,12.64,5.63,19.3,79.0,936.0,111.03
27.79,12.79,37.32,7.03,27.6,41.5,429.1,60.45
111.61,54.82,71.47,7.05,15.6,37.9,848.3,142.62
25.74,49.2,54.26,6.84,26.8,81.7,1393.7,121.93
118.1,26.02,57.48,6.08,34.1,62.2,926.3,129.29
105.1,42.72,44.57,6.48,30.9,31.2,531.7,121.73
108.52,15.55,100.84,5.72,21.9,86.1,240.5,119.63
50.2,35.81,98.39,6.44,17.8,58.4,637.2,116.83
171.54,30.93,5.13,5.99,24.3,48.1,944.4,136.01
36.89,14.57,18.93,6.2,22.9,61.0,255.4,40.93
108.0,74.45,33.85,5.83,34.4,79.4,992.7,132.44
38.75,29.31,30.44,5.96,34.8,36.6,880.4,87.05
52.4,59.97,35.63,5.65,23.2,51.5,1218.5,112.4
105.1,51.07,21.94,7.34,18.0,49.1,237.6,100.47
81.11,27.39,113.19,6.56,33.2,80.4,1215.1,162.94
73.65,86.67,75.28,6.29,30.9,76.7,877.1,153.41
69.99,39.68,116.53,6.57,25.2,54.0,681.7,124.1
12.86,42.72,18.22,6.76,22.3,69.9,1455.0,78.89
91.89,37.93,16.87,7.34,24.0,53.7,408.2,81.19
67.76,41.93,10.51,5.86,33.0,64.3,903.7,89.64
103.51,30.92,15.17,6.09,18.7,89.5,617.3,95.7
51.33,89.44,70.93,7.45,31.1,62.1,885.7,151.42
27.26,37.29,33.65,6.24,15.4,89.3,918.0,84.75
48.14,95.52,31.83,5.55,33.4,74.8,316.3,105.7
171.74,25.5,73.96,5.8,25.0,37.2,1059.5,174.6
115.44,84.44,32.92,5.55,19.5,77.8,1024.8,153.42
52.0,102.16,77.14,7.48,15.1,39.7,1200.3,145.92
151.54,48.87,61.79,6.06,26.2,61.9,317.9,138.83
68.86,71.11,9.83,7.35,19.9,66.8,586.4,98.75
91.6,77.61,70.69,7.49,27.6,83.5,1045.1,156.85
23.72,26.59,14.39,6.7,20.6,42.6,377.8,49.32
29.37,22.08,12.64,5.57,16.8,82.6,1080.9,75.86
68.06,47.68,17.17,5.66,25.1,86.1,276.7,76.31
47.46,17.71,34.04,6.46,26.3,35.4,635.4,72.07
90.38,36.16,53.06,6.31,24.1,83.1,1300.7,134.87
39.26,21.07,35.47,6.71,24.2,45.6,1206.6,80.43
115.19,77.28,101.43,6.38,26.8,34.9,1038.2,176.09
114.37,42.1,106.33,7.37,25.5,87.5,1331.6,183.26
101.97,7.69,185.95,6.57,17.7,53.5,1122.1,183.53
140.94,33.88,77.08,6.89,18.9,67.4,875.2,153.53
137.67,142.37,7.76,7.29,17.8,63.2,1473.6,192.87
57.51,26.16,58.33,5.79,28.9,42.8,1103.3,101.53
36.37,58.92,79.22,5.96,25.6,70.2,981.8,120.29
72.21,14.21,23.49,5.71,23.6,32.8,731.5,78.74
38.57,58.45,111.98,5.78,31.0,42.2,1373.1,153.73
173.32,59.26,14.52,6.53,21.5,86.7,584.4,134.83
140.49,14.34,19.87,6.14,26.4,87.2,212.0,94.98
82.26,24.41,17.43,6.35,16.5,59.0,455.8,76.72
79.46,36.87,60.57,7.46,29.9,40.1,342.4,102.28
26.07,15.57,24.06,5.81,28.9,55.3,614.7,62.33
102.52,33.56,94.22,6.58,31.0,82.6,1273.6,155.62
84.99,66.3,11.61,5.7,32.7,34.2,1047.0,134.78
176.46,76.41,21.73,6.14,30.2,37.7,419.7,159.67
121.18,69.61,90.01,6.56,31.9,83.7,1225.5,181.11
43.75,26.28,11.37,7.39,21.9,54.9,855.5,73.77
142.07,100.32,56.61,6.28,21.9,35.0,866.5,183.51
64.89,71.01,156.61,5.63,33.9,38.4,670.7,171.6
85.94,56.09,64.77,6.28,33.3,82.9,1324.0,155.54
85.2,118.69,52.51,5.79,26.0,59.4,613.8,146.94
35.54,15.13,3.93,5.96,22.3,39.8,322.4,44.36
98.19,119.5,74.9,6.74,32.3,83.6,593.5,170.04
62.51,81.69,19.91,5.63,21.5,80.7,1130.0,121.7
81.74,103.48,92.18,6.43,18.1,31.4,1054.9,175.11
48.28,65.5,32.51,6.72,27.8,64.9,444.4,92.13
33.36,49.25,164.39,6.34,15.9,44.7,345.3,146.92
105.0,37.51,11.99,5.54,22.6,62.0,1059.1,110.62
27.75,50.6,62.35,7.47,31.2,46.8,1079.3,105.02
130.09,76.42,80.19,6.23,20.9,49.0,676.0,167.37
96.52,93.67,34.61,7.06,33.6,66.1,1295.6,164.5
168.23,25.34,66.43,6.15,34.1,62.3,1471.7,181.16
116.78,63.05,5.97,6.45,31.3,53.7,467.3,112.82
179.75,49.65,50.21,6.28,34.8,36.5,950.2,172.49
96.66,57.31,81.03,6.19,25.6,88.2,207.0,126.4
36.83,19.68,11.49,5.54,26.4,40.5,1127.0,78.44
78.19,36.27,127.24,6.22,31.7,68.0,738.6,149.04
24.94,12.6,17.16,7.28,24.9,35.0,451.2,47.14
91.66,89.6,76.04,6.88,23.1,71.3,1177.9,165.12
107.76,20.28,4.95,5.79,27.3,35.7,1253.8,113.46
134.04,54.42,11.14,6.68,28.2,43.8,344.5,121.89
119.62,68.24,49.44,7.28,30.0,68.8,253.3,127.61
153.34,34.33,21.53,6.9,28.4,47.0,634.3,124.8
80.36,89.39,48.35,5.8,29.9,62.0,1013.8,141.22
118.52,74.64,80.04,7.24,28.5,37.5,1231.4,184.42
34.22,34.17,75.11,6.1,24.6,42.1,909.9,99.16
96.19,55.46,35.15,6.41,17.7,74.0,955.0,123.87
62.31,24.74,6.65,6.55,30.7,32.1,1239.8,85.26
56.87,46.58,63.45,7.2,15.6,36.7,887.5,121.65
34.17,11.53,41.8,7.36,34.9,42.9,994.5,77.91
82.49,47.34,78.57,7.36,31.6,31.2,871.1,144.97
71.74,38.27,21.09,5.52,28.4,35.7,1344.6,111.44
159.15,28.23,77.41,7.34,34.3,46.9,506.2,151.98
70.73,12.6,52.57,5.61,27.2,35.6,543.2,93.68
51.82,49.47,20.41,6.03,16.1,82.0,366.3,74.86
81.4,77.53,13.86,6.53,26.2,34.0,1265.3,136.65
43.46,15.23,35.11,6.46,20.5,81.7,735.3,71.98
44.3,31.7,25.0,6.71,22.4,79.4,652.3,72.29
144.52,59.2,42.08,6.46,24.2,36.0,1475.8,169.74
75.53,61.66,37.11,7.37,30.5,31.5,1404.8,141.61
62.61,16.66,22.33,5.98,25.1,33.0,1463.6,100.98
24.47,16.86,16.57,6.05,24.5,65.4,385.0,41.71
75.94,31.1,59.56,7.34,21.0,70.2,1358.6,121.08
80.36,108.55,46.79,5.65,25.8,67.2,627.3,142.89
64.49,63.18,10.13,6.72,20.0,62.5,216.5,74.7
37.07,35.23,39.7,6.86,20.2,40.5,708.7,72.46
68.13,28.01,52.96,6.51,30.1,80.5,862.0,111.87
110.91,51.63,127.26,6.89,21.9,49.7,340.7,153.34
38.02,92.04,25.75,5.85,16.0,89.2,899.0,99.14
56.74,9.41,48.76,7.21,21.9,53.1,1265.3,99.1
103.69,39.88,48.73,5.78,27.8,45.8,690.9,120.94
121.41,87.3,43.99,6.3,31.3,83.7,658.4,148.0
18.19,21.9,15.51,5.65,34.2,64.0,640.5,54.95
52.14,43.43,93.93,6.59,29.9,73.3,1400.0,141.25
111.88,37.77,109.45,6.84,23.6,54.5,263.4,153.17
15.85,25.87,62.17,7.38,21.0,83.2,778.6,78.54
118.49,126.74,35.17,6.98,17.6,85.1,544.0,153.68
81.87,42.36,70.17,6.58,27.6,56.2,1361.9,145.08
